,access_code,date_last_confirmed,expected_date,fuel_type_code,id,open_date,owner_type_code,status_code,station_name,updated_at,facility_type,geocode_status,city,state,street_address,zip,country,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_network_ids,hy_is_retail,hy_pressures,hy_standards,hy_status_link,federal_agency,lon,lat
4860,public,2020-12-22,,ELEC,159378,,,E,CITY OF OAKLAND,2020-12-22T00:25:38Z,,200-8,Oakland,CA,501 6th St,94607,US,['J1772'],,,8.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:586531', '1:586541', '1:586551', '1:586561'], 'ports': ['1', '2']}",,,,,,-122.27653,37.799351
4861,public,2020-12-22,,ELEC,159379,,,E,DC CORRIDOR,2020-12-22T00:25:38Z,,200-9,Garberville,CA,445 Lake Benbow Dr,95542,US,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"$0.55 per hour, $0.25 per kWh",,"{'posts': ['1:585211', '1:585401'], 'ports': ['1', '2']}",,,,,,-123.790078,40.067549
4862,public,2020-12-22,,ELEC,159380,,,E,SANTA MONICA,2020-12-22T00:25:38Z,,200-9,Santa Monica,CA,2201 Pico Blvd,90405,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 7 hours, and $1 per additional hour, $0.3 per kWh, maximum payment of $53",,"{'posts': ['1:583951', '1:583981'], 'ports': ['1', '2']}",,,,,,-118.467345,34.021109
4863,public,2020-12-22,,ELEC,159381,,,E,PARK PLACE,2020-12-22T00:25:38Z,,200-9,San Mateo,CA,1100 Park Pl,94403,US,"['CHADEMO', 'J1772', 'J1772COMBO']",8.0,,3.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $0.25 per additional hour, $0.7 per kWh, maximum payment of $50",,"{'posts': ['1:125461', '1:125465', '1:125469', '1:125515', '1:174689', '1:583181'], 'ports': ['1', '2']}",,,,,,-122.29061,37.544828
4864,private,2020-12-22,,ELEC,159382,,,E,PRIVATE GNE,2020-12-22T00:25:38Z,,200-9,South San Francisco,CA,450 E Grand Ave,94080,US,['J1772'],,,16.0,ChargePoint Network,http://www.chargepoint.com/,,$0.25 per kWh,,"{'posts': ['1:113003', '1:114795', '1:338571', '1:338611', '1:338631', '1:360701', '1:382351', '1:382721', '1:582691'], 'ports': ['1', '2']}",,,,,,-122.382574,37.652154
4865,public,2020-12-22,,ELEC,159383,,,E,UDR,2020-12-22T00:25:38Z,,200-9,Salinas,CA,1320 Padre Dr,93901,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"$1 per hour, minimum payment of $1, maximum payment of $9, maximum session time is 24 hours",,"{'posts': ['1:371891', '1:580971'], 'ports': ['1', '2']}",,,,,,-121.663404,36.654954
4866,public,2020-12-22,,ELEC,159384,,,E,SG MENLO PARK,2020-12-22T00:25:38Z,,GPS,Menlo Park,CA,350 Sharon Rd,94025,US,['J1772'],,,10.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 6 hours, and $1 per additional hour, $0.25 per kWh, minimum payment of $2",,"{'posts': ['1:569081', '1:569311', '1:569341', '1:569401', '1:580841'], 'ports': ['1', '2']}",,,,,,-122.1984677,37.4251922
4867,public,2020-12-22,,ELEC,159386,,,E,PARKING STRUCT,2020-12-22T00:25:38Z,,GPS,Aliso Viejo,CA,10 Parker Pl,92656,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $5 per additional hour, $0.25 per kWh",,"{'posts': ['1:571251'], 'ports': ['1', '2']}",,,,,,-117.7315565,33.5834568
4868,public,2020-12-22,,ELEC,159387,,,E,SAN ANSELMO,2020-12-22T00:25:38Z,,200-8,San Anselmo,CA,16 Magnolia Ave,94960,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,$0.25 per kWh,,"{'posts': ['1:568911', '1:568951'], 'ports': ['1', '2']}",,,,,,-122.563143,37.975263
4869,public,2020-12-22,,ELEC,159388,,,E,SAN ANSELMO,2020-12-22T00:25:38Z,,200-9,San Anselmo,CA,22 Magnolia Ave,94960,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$0.25 per kWh,,"{'posts': ['1:568841'], 'ports': ['1', '2']}",,,,,,-122.5634816,37.975226
